Year,Month,Day,date,discharge (mm)
1968,7,9,7/9/1968,1.464
1968,7,10,7/10/1968,1.71
1968,7,11,7/11/1968,1.436
1968,7,12,7/12/1968,1.578
1968,7,13,7/13/1968,1.681
1968,7,14,7/14/1968,1.445
1968,7,15,7/15/1968,1.341
1968,7,16,7/16/1968,1.285
1968,7,17,7/17/1968,1.228
1968,7,18,7/18/1968,1.219
1968,7,19,7/19/1968,1.256
1968,7,20,7/20/1968,1.2
1968,7,21,7/21/1968,1.143
1968,7,22,7/22/1968,1.105
1968,7,23,7/23/1968,1.067
1968,7,24,7/24/1968,1.049
1968,7,25,7/25/1968,1.001
1968,7,26,7/26/1968,1.322
1968,7,27,7/27/1968,1.049
1968,7,28,7/28/1968,0.964
1968,7,29,7/29/1968,1.134
1968,7,30,7/30/1968,1.049
1968,7,31,7/31/1968,1.228
1968,8,1,8/1/1968,1.322
1968,8,2,8/2/1968,2.229
1968,8,3,8/3/1968,3.599
1968,8,4,8/4/1968,1.748
1968,8,5,8/5/1968,1.322
1968,8,6,8/6/1968,1.181
1968,8,7,8/7/1968,1.115
1968,8,8,8/8/1968,1.058
1968,8,9,8/9/1968,1.02
1968,8,10,8/10/1968,0.982
1968,8,11,8/11/1968,0.945
1968,8,12,8/12/1968,0.935
1968,8,13,8/13/1968,0.926
1968,8,14,8/14/1968,0.897
1968,8,15,8/15/1968,1.02
1968,8,16,8/16/1968,0.954
1968,8,17,8/17/1968,0.888
1968,8,18,8/18/1968,0.841
1968,8,19,8/19/1968,1.115
1968,8,20,8/20/1968,0.935
1968,8,21,8/21/1968,0.869
1968,8,22,8/22/1968,0.831
1968,8,23,8/23/1968,0.812
1968,8,24,8/24/1968,0.775
1968,8,25,8/25/1968,0.775
1968,8,26,8/26/1968,0.727
1968,8,27,8/27/1968,0.727
1968,8,28,8/28/1968,0.699
1968,8,29,8/29/1968,0.671
1968,8,30,8/30/1968,0.671
1968,8,31,8/31/1968,0.973
1968,9,1,9/1/1968,1.653
1968,9,2,9/2/1968,0.86
1968,9,3,9/3/1968,0.775
1968,9,4,9/4/1968,0.765
1968,9,5,9/5/1968,0.775
1968,9,6,9/6/1968,0.765
1968,9,7,9/7/1968,0.69
1968,9,8,9/8/1968,0.671
1968,9,9,9/9/1968,0.699
1968,9,10,9/10/1968,0.69
1968,9,11,9/11/1968,0.642
1968,9,12,9/12/1968,0.623
1968,9,13,9/13/1968,0.614
1968,9,14,9/14/1968,0.605
1968,9,15,9/15/1968,0.586
1968,9,16,9/16/1968,0.576
1968,9,17,9/17/1968,0.831
1968,9,18,9/18/1968,1.899
1968,9,19,9/19/1968,2.484
1968,9,20,9/20/1968,1.105
1968,9,21,9/21/1968,0.85
1968,9,22,9/22/1968,0.756
1968,9,23,9/23/1968,0.699
1968,9,24,9/24/1968,0.671
1968,9,25,9/25/1968,0.661
1968,9,26,9/26/1968,0.765
1968,9,27,9/27/1968,0.671
1968,9,28,9/28/1968,0.633
1968,9,29,9/29/1968,0.633
1968,9,30,9/30/1968,0.614
1968,10,1,10/1/1968,0.595
1968,10,2,10/2/1968,0.595
1968,10,3,10/3/1968,0.642
1968,10,4,10/4/1968,0.567
1968,10,5,10/5/1968,0.548
1968,10,6,10/6/1968,1.001
1968,10,7,10/7/1968,0.765
1968,10,8,10/8/1968,0.642
1968,10,9,10/9/1968,0.614
1968,10,10,10/10/1968,0.614
1968,10,11,10/11/1968,0.595
1968,10,12,10/12/1968,0.586
1968,10,13,10/13/1968,0.576
1968,10,14,10/14/1968,0.567
1968,10,15,10/15/1968,0.557
1968,10,16,10/16/1968,0.671
1968,10,17,10/17/1968,0.907
1968,10,18,10/18/1968,1.039
1968,10,19,10/19/1968,1.067
1968,10,20,10/20/1968,0.718
1968,10,21,10/21/1968,0.652
1968,10,22,10/22/1968,0.633
1968,10,23,10/23/1968,0.614
1968,10,24,10/24/1968,0.605
1968,10,25,10/25/1968,0.576
1968,10,26,10/26/1968,0.576
1968,10,27,10/27/1968,0.567
1968,10,28,10/28/1968,0.557
1968,10,29,10/29/1968,0.548
1968,10,30,10/30/1968,0.548
1968,10,31,10/31/1968,0.548
1968,11,1,11/1/1968,0.557
1968,11,2,11/2/1968,0.557
1968,11,3,11/3/1968,0.557
1968,11,4,11/4/1968,1.077
1968,11,5,11/5/1968,0.68
1968,11,6,11/6/1968,0.727
1968,11,7,11/7/1968,0.718
1968,11,8,11/8/1968,0.623
1968,11,9,11/9/1968,0.746
1968,11,10,11/10/1968,0.907
1968,11,11,11/11/1968,0.841
1968,11,12,11/12/1968,0.765
1968,11,13,11/13/1968,0.69
1968,11,14,11/14/1968,0.671
1968,11,15,11/15/1968,0.671
1968,11,16,11/16/1968,0.756
1968,11,17,11/17/1968,1.049
1968,11,18,11/18/1968,2.154
1968,11,19,11/19/1968,1.162
1968,11,20,11/20/1968,0.964
1968,11,21,11/21/1968,0.879
1968,11,22,11/22/1968,0.822
1968,11,23,11/23/1968,0.793
1968,11,24,11/24/1968,0.793
1968,11,25,11/25/1968,0.756
1968,11,26,11/26/1968,0.737
1968,11,27,11/27/1968,0.727
1968,11,28,11/28/1968,1.549
1968,11,29,11/29/1968,1.039
1968,11,30,11/30/1968,0.926
1968,12,1,12/1/1968,1.511
1968,12,2,12/2/1968,1.285
1968,12,3,12/3/1968,1.521
1968,12,4,12/4/1968,1.54
1968,12,5,12/5/1968,1.332
1968,12,6,12/6/1968,1.237
1968,12,7,12/7/1968,1.171
1968,12,8,12/8/1968,1.124
1968,12,9,12/9/1968,1.086
1968,12,10,12/10/1968,1.067
1968,12,11,12/11/1968,1.049
1968,12,12,12/12/1968,1.02
1968,12,13,12/13/1968,1.729
1968,12,14,12/14/1968,1.351
1968,12,15,12/15/1968,1.171
1968,12,16,12/16/1968,1.124
1968,12,17,12/17/1968,1.086
1968,12,18,12/18/1968,1.077
1968,12,19,12/19/1968,1.266
1968,12,20,12/20/1968,1.124
1968,12,21,12/21/1968,1.143
1968,12,22,12/22/1968,4.015
1968,12,23,12/23/1968,3.41
1968,12,24,12/24/1968,2.607
1968,12,25,12/25/1968,2.21
1968,12,26,12/26/1968,1.993
1968,12,27,12/27/1968,1.965
1968,12,28,12/28/1968,4.903
1968,12,29,12/29/1968,3.363
1968,12,30,12/30/1968,2.947
1968,12,31,12/31/1968,3.023
1969,1,1,1/1/1969,2.645
1969,1,2,1/2/1969,2.532
1969,1,3,1/3/1969,2.447
1969,1,4,1/4/1969,2.324
1969,1,5,1/5/1969,2.192
1969,1,6,1/6/1969,2.125
1969,1,7,1/7/1969,2.05
1969,1,8,1/8/1969,1.984
1969,1,9,1/9/1969,2.012
1969,1,10,1/10/1969,1.88
1969,1,11,1/11/1969,1.833
1969,1,12,1/12/1969,1.776
1969,1,13,1/13/1969,1.738
1969,1,14,1/14/1969,1.71
1969,1,15,1/15/1969,1.672
1969,1,16,1/16/1969,1.644
1969,1,17,1/17/1969,1.625
1969,1,18,1/18/1969,1.719
1969,1,19,1/19/1969,3.495
1969,1,20,1/20/1969,8.001
1969,1,21,1/21/1969,4.874
1969,1,22,1/22/1969,4.062
1969,1,23,1/23/1969,3.901
1969,1,24,1/24/1969,3.949
1969,1,25,1/25/1969,3.495
1969,1,26,1/26/1969,3.306
1969,1,27,1/27/1969,3.183
1969,1,28,1/28/1969,3.958
1969,1,29,1/29/1969,4.241
1969,1,30,1/30/1969,4.034
1969,1,31,1/31/1969,4.015
1969,2,1,2/1/1969,6.924
1969,2,2,2/2/1969,14.453
1969,2,3,2/3/1969,14.198
1969,2,4,2/4/1969,10.051
1969,2,5,2/5/1969,8.218
1969,2,6,2/6/1969,8.18
1969,2,7,2/7/1969,7.189
1969,2,8,2/8/1969,7.16
1969,2,9,2/9/1969,6.801
1969,2,10,2/10/1969,6.31
1969,2,11,2/11/1969,6.017
1969,2,12,2/12/1969,5.668
1969,2,13,2/13/1969,5.271
1969,2,14,2/14/1969,4.959
1969,2,15,2/15/1969,4.959
1969,2,16,2/16/1969,5.375
1969,2,17,2/17/1969,4.827
1969,2,18,2/18/1969,4.591
1969,2,19,2/19/1969,4.326
1969,2,20,2/20/1969,4.175
1969,2,21,2/21/1969,4.081
1969,2,22,2/22/1969,4.449
1969,2,23,2/23/1969,4.563
1969,2,24,2/24/1969,4.213
1969,2,25,2/25/1969,4.043
1969,2,26,2/26/1969,3.901
1969,2,27,2/27/1969,3.769
1969,2,28,2/28/1969,3.741
1969,3,1,3/1/1969,3.854
1969,3,2,3/2/1969,3.675
1969,3,3,3/3/1969,3.561
1969,3,4,3/4/1969,3.457
1969,3,5,3/5/1969,3.353
1969,3,6,3/6/1969,3.505
1969,3,7,3/7/1969,3.438
1969,3,8,3/8/1969,3.429
1969,3,9,3/9/1969,3.533
1969,3,10,3/10/1969,3.306
1969,3,11,3/11/1969,3.174
1969,3,12,3/12/1969,3.098
1969,3,13,3/13/1969,3.004
1969,3,14,3/14/1969,2.928
1969,3,15,3/15/1969,2.891
1969,3,16,3/16/1969,2.9
1969,3,17,3/17/1969,2.966
1969,3,18,3/18/1969,4.1
1969,3,19,3/19/1969,3.901
1969,3,20,3/20/1969,3.675
1969,3,21,3/21/1969,3.552
1969,3,22,3/22/1969,3.448
1969,3,23,3/23/1969,3.448
1969,3,24,3/24/1969,4.581
1969,3,25,3/25/1969,3.835
1969,3,26,3/26/1969,3.637
1969,3,27,3/27/1969,3.495
1969,3,28,3/28/1969,3.391
1969,3,29,3/29/1969,3.316
1969,3,30,3/30/1969,3.25
1969,3,31,3/31/1969,3.136
1969,4,1,4/1/1969,3.089
1969,4,2,4/2/1969,3.051
1969,4,3,4/3/1969,3.004
1969,4,4,4/4/1969,2.957
1969,4,5,4/5/1969,3.505
1969,4,6,4/6/1969,3.202
1969,4,7,4/7/1969,2.938
1969,4,8,4/8/1969,2.853
1969,4,9,4/9/1969,2.806
1969,4,10,4/10/1969,3.165
1969,4,11,4/11/1969,2.9
1969,4,12,4/12/1969,2.787
1969,4,13,4/13/1969,2.721
1969,4,14,4/14/1969,3.722
1969,4,15,4/15/1969,8.19
1969,4,16,4/16/1969,7.822
1969,4,17,4/17/1969,6.49
1969,4,18,4/18/1969,11.912
1969,4,19,4/19/1969,11.836
1969,4,20,4/20/1969,8.983
1969,4,21,4/21/1969,7.491
1969,4,22,4/22/1969,6.773
1969,4,23,4/23/1969,6.074
1969,4,24,4/24/1969,5.554
1969,4,25,4/25/1969,5.252
1969,4,26,4/26/1969,4.997
1969,4,27,4/27/1969,4.77
1969,4,28,4/28/1969,4.695
1969,4,29,4/29/1969,4.544
1969,4,30,4/30/1969,4.374
1969,5,1,5/1/1969,4.222
1969,5,2,5/2/1969,4.043
1969,5,3,5/3/1969,3.939
1969,5,4,5/4/1969,3.845
1969,5,5,5/5/1969,3.731
1969,5,6,5/6/1969,3.618
1969,5,7,5/7/1969,3.505
1969,5,8,5/8/1969,3.694
1969,5,9,5/9/1969,4.345
1969,5,10,5/10/1969,3.59
1969,5,11,5/11/1969,3.486
1969,5,12,5/12/1969,3.268
1969,5,13,5/13/1969,3.155
1969,5,14,5/14/1969,3.098
1969,5,15,5/15/1969,3.051
1969,5,16,5/16/1969,3.325
1969,5,17,5/17/1969,3.911
1969,5,18,5/18/1969,7.179
1969,5,19,5/19/1969,5.724
1969,5,20,5/20/1969,4.648
1969,5,21,5/21/1969,4.194
1969,5,22,5/22/1969,3.949
1969,5,23,5/23/1969,3.76
1969,5,24,5/24/1969,3.769
1969,5,25,5/25/1969,3.599
1969,5,26,5/26/1969,3.41
1969,5,27,5/27/1969,3.268
1969,5,28,5/28/1969,3.155
1969,5,29,5/29/1969,3.051
1969,5,30,5/30/1969,3.259
1969,5,31,5/31/1969,3.013
1969,6,1,6/1/1969,2.872
1969,6,2,6/2/1969,3.079
1969,6,3,6/3/1969,2.777
1969,6,4,6/4/1969,2.654
1969,6,5,6/5/1969,2.626
1969,6,6,6/6/1969,2.551
1969,6,7,6/7/1969,2.475
1969,6,8,6/8/1969,2.475
1969,6,9,6/9/1969,2.607
1969,6,10,6/10/1969,4.336
1969,6,11,6/11/1969,2.843
1969,6,12,6/12/1969,2.551
1969,6,13,6/13/1969,2.456
1969,6,14,6/14/1969,2.711
1969,6,15,6/15/1969,8.568
1969,6,16,6/16/1969,4.09
1969,6,17,6/17/1969,3.486
1969,6,18,6/18/1969,3.212
1969,6,19,6/19/1969,3.023
1969,6,20,6/20/1969,2.872
1969,6,21,6/21/1969,2.787
1969,6,22,6/22/1969,2.683
1969,6,23,6/23/1969,3.004
1969,6,24,6/24/1969,3.202
1969,6,25,6/25/1969,2.721
1969,6,26,6/26/1969,2.532
1969,6,27,6/27/1969,2.428
1969,6,28,6/28/1969,2.324
1969,6,29,6/29/1969,2.239
1969,6,30,6/30/1969,2.21
1969,7,1,7/1/1969,2.409
1969,7,2,7/2/1969,2.248
1969,7,3,7/3/1969,2.135
1969,7,4,7/4/1969,2.04
1969,7,5,7/5/1969,1.993
1969,7,6,7/6/1969,1.955
1969,7,7,7/7/1969,2.107
1969,7,8,7/8/1969,1.936
1969,7,9,7/9/1969,1.889
1969,7,10,7/10/1969,1.851
1969,7,11,7/11/1969,1.936
1969,7,12,7/12/1969,2.314
1969,7,13,7/13/1969,1.804
1969,7,14,7/14/1969,1.719
1969,7,15,7/15/1969,1.681
1969,7,16,7/16/1969,1.634
1969,7,17,7/17/1969,1.615
1969,7,18,7/18/1969,1.587
1969,7,19,7/19/1969,1.521
1969,7,20,7/20/1969,1.578
1969,7,21,7/21/1969,2.428
1969,7,22,7/22/1969,1.851
1969,7,23,7/23/1969,1.908
1969,7,24,7/24/1969,3.268
1969,7,25,7/25/1969,1.984
1969,7,26,7/26/1969,1.719
1969,7,27,7/27/1969,1.71
1969,7,28,7/28/1969,1.644
1969,7,29,7/29/1969,1.54
1969,7,30,7/30/1969,1.493
1969,7,31,7/31/1969,1.474
1969,8,1,8/1/1969,1.908
1969,8,2,8/2/1969,1.549
1969,8,3,8/3/1969,2.135
1969,8,4,8/4/1969,1.615
1969,8,5,8/5/1969,1.483
1969,8,6,8/6/1969,1.417
1969,8,7,8/7/1969,1.379
1969,8,8,8/8/1969,1.322
1969,8,9,8/9/1969,1.285
1969,8,10,8/10/1969,1.294
1969,8,11,8/11/1969,1.842
1969,8,12,8/12/1969,1.474
1969,8,13,8/13/1969,2.059
1969,8,14,8/14/1969,1.436
1969,8,15,8/15/1969,1.823
1969,8,16,8/16/1969,3.382
1969,8,17,8/17/1969,7.047
1969,8,18,8/18/1969,3.061
1969,8,19,8/19/1969,4.355
1969,8,20,8/20/1969,4.487
1969,8,21,8/21/1969,3.297
1969,8,22,8/22/1969,5.772
1969,8,23,8/23/1969,4.695
1969,8,24,8/24/1969,3.93
1969,8,25,8/25/1969,3.41
1969,8,26,8/26/1969,3.004
1969,8,27,8/27/1969,2.758
1969,8,28,8/28/1969,2.579
1969,8,29,8/29/1969,2.428
1969,8,30,8/30/1969,2.324
1969,8,31,8/31/1969,2.286
1969,9,1,9/1/1969,2.295
1969,9,2,9/2/1969,2.22
1969,9,3,9/3/1969,2.135
1969,9,4,9/4/1969,2.56
1969,9,5,9/5/1969,2.532
1969,9,6,9/6/1969,2.135
1969,9,7,9/7/1969,2.125
1969,9,8,9/8/1969,2.04
1969,9,9,9/9/1969,1.927
1969,9,10,9/10/1969,1.87
1969,9,11,9/11/1969,1.833
1969,9,12,9/12/1969,1.814
1969,9,13,9/13/1969,1.795
1969,9,14,9/14/1969,1.748
1969,9,15,9/15/1969,1.719
1969,9,16,9/16/1969,1.71
1969,9,17,9/17/1969,2.012
1969,9,18,9/18/1969,1.842
1969,9,19,9/19/1969,1.936
1969,9,20,9/20/1969,2.05
1969,9,21,9/21/1969,1.804
1969,9,22,9/22/1969,1.861
1969,9,23,9/23/1969,2.938
1969,9,24,9/24/1969,2.144
1969,9,25,9/25/1969,1.842
1969,9,26,9/26/1969,1.729
1969,9,27,9/27/1969,1.653
1969,9,28,9/28/1969,1.606
1969,9,29,9/29/1969,1.549
1969,9,30,9/30/1969,1.53
1969,10,1,10/1/1969,2.636
1969,10,2,10/2/1969,3.779
1969,10,3,10/3/1969,2.144
1969,10,4,10/4/1969,1.918
1969,10,5,10/5/1969,1.804
1969,10,6,10/6/1969,1.757
1969,10,7,10/7/1969,1.861
1969,10,8,10/8/1969,2.248
1969,10,9,10/9/1969,1.833
1969,10,10,10/10/1969,1.757
1969,10,11,10/11/1969,1.71
1969,10,12,10/12/1969,1.691
1969,10,13,10/13/1969,1.663
1969,10,14,10/14/1969,1.663
1969,10,15,10/15/1969,1.644
1969,10,16,10/16/1969,1.615
1969,10,17,10/17/1969,1.587
1969,10,18,10/18/1969,1.549
1969,10,19,10/19/1969,1.549
1969,10,20,10/20/1969,1.672
1969,10,21,10/21/1969,1.88
1969,10,22,10/22/1969,1.587
1969,10,23,10/23/1969,1.53
1969,10,24,10/24/1969,1.502
1969,10,25,10/25/1969,1.521
1969,10,26,10/26/1969,1.521
1969,10,27,10/27/1969,1.483
1969,10,28,10/28/1969,1.455
1969,10,29,10/29/1969,1.417
1969,10,30,10/30/1969,1.426
1969,10,31,10/31/1969,1.464
1969,11,1,11/1/1969,6.121
1969,11,2,11/2/1969,4.751
1969,11,3,11/3/1969,3.183
1969,11,4,11/4/1969,2.711
1969,11,5,11/5/1969,2.503
1969,11,6,11/6/1969,2.371
1969,11,7,11/7/1969,2.277
1969,11,8,11/8/1969,2.22
1969,11,9,11/9/1969,2.173
1969,11,10,11/10/1969,2.135
1969,11,11,11/11/1969,2.097
1969,11,12,11/12/1969,2.144
1969,11,13,11/13/1969,2.059
1969,11,14,11/14/1969,2.031
1969,11,15,11/15/1969,1.955
1969,11,16,11/16/1969,1.927
1969,11,17,11/17/1969,1.889
1969,11,18,11/18/1969,1.899
1969,11,19,11/19/1969,5.365
1969,11,20,11/20/1969,2.994
1969,11,21,11/21/1969,2.702
1969,11,22,11/22/1969,2.569
1969,11,23,11/23/1969,2.522
1969,11,24,11/24/1969,2.465
1969,11,25,11/25/1969,2.409
1969,11,26,11/26/1969,2.371
1969,11,27,11/27/1969,2.333
1969,11,28,11/28/1969,2.333
1969,11,29,11/29/1969,2.258
1969,11,30,11/30/1969,2.201
1969,12,1,12/1/1969,2.163
1969,12,2,12/2/1969,2.116
1969,12,3,12/3/1969,2.078
1969,12,4,12/4/1969,2.04
1969,12,5,12/5/1969,2.012
1969,12,6,12/6/1969,2.069
1969,12,7,12/7/1969,4.695
1969,12,8,12/8/1969,2.872
1969,12,9,12/9/1969,2.598
1969,12,10,12/10/1969,3.76
1969,12,11,12/11/1969,3.316
1969,12,12,12/12/1969,3.079
1969,12,13,12/13/1969,2.966
1969,12,14,12/14/1969,2.9
1969,12,15,12/15/1969,2.806
1969,12,16,12/16/1969,2.711
1969,12,17,12/17/1969,2.636
1969,12,18,12/18/1969,2.588
1969,12,19,12/19/1969,2.56
1969,12,20,12/20/1969,2.503
1969,12,21,12/21/1969,2.645
1969,12,22,12/22/1969,2.787
1969,12,23,12/23/1969,2.494
1969,12,24,12/24/1969,2.428
1969,12,25,12/25/1969,2.494
1969,12,26,12/26/1969,2.409
1969,12,27,12/27/1969,2.324
1969,12,28,12/28/1969,2.333
1969,12,29,12/29/1969,2.673
1969,12,30,12/30/1969,8.539
1969,12,31,12/31/1969,9.767
1970,1,1,1/1/1970,6.594
1970,1,2,1/2/1970,5.441
1970,1,3,1/3/1970,4.884
1970,1,4,1/4/1970,4.411
1970,1,5,1/5/1970,4.1
1970,1,6,1/6/1970,4.09
1970,1,7,1/7/1970,3.807
1970,1,8,1/8/1970,3.552
1970,1,9,1/9/1970,3.42
1970,1,10,1/10/1970,3.306
1970,1,11,1/11/1970,3.42
1970,1,12,1/12/1970,3.467
1970,1,13,1/13/1970,3.212
1970,1,14,1/14/1970,3.117
1970,1,15,1/15/1970,3.089
1970,1,16,1/16/1970,3.042
1970,1,17,1/17/1970,3.807
1970,1,18,1/18/1970,3.656
1970,1,19,1/19/1970,3.429
1970,1,20,1/20/1970,3.268
1970,1,21,1/21/1970,3.089
1970,1,22,1/22/1970,3.013
1970,1,23,1/23/1970,3.032
1970,1,24,1/24/1970,2.938
1970,1,25,1/25/1970,2.966
1970,1,26,1/26/1970,3.542
1970,1,27,1/27/1970,3.023
1970,1,28,1/28/1970,2.957
1970,1,29,1/29/1970,3.505
1970,1,30,1/30/1970,3.212
1970,1,31,1/31/1970,3.051
1970,2,1,2/1/1970,3.117
1970,2,2,2/2/1970,4.855
1970,2,3,2/3/1970,4.26
1970,2,4,2/4/1970,3.901
1970,2,5,2/5/1970,3.741
1970,2,6,2/6/1970,3.656
1970,2,7,2/7/1970,3.571
1970,2,8,2/8/1970,3.495
1970,2,9,2/9/1970,3.646
1970,2,10,2/10/1970,3.353
1970,2,11,2/11/1970,3.268
1970,2,12,2/12/1970,3.372
1970,2,13,2/13/1970,3.25
1970,2,14,2/14/1970,3.25
1970,2,15,2/15/1970,3.429
1970,2,16,2/16/1970,4.015
1970,2,17,2/17/1970,3.41
1970,2,18,2/18/1970,3.212
1970,2,19,2/19/1970,3.108
1970,2,20,2/20/1970,2.994
1970,2,21,2/21/1970,2.938
1970,2,22,2/22/1970,2.909
1970,2,23,2/23/1970,2.891
1970,2,24,2/24/1970,2.872
1970,2,25,2/25/1970,3.032
1970,2,26,2/26/1970,2.824
1970,2,27,2/27/1970,2.768
1970,2,28,2/28/1970,2.702
1970,3,1,3/1/1970,2.683
1970,3,2,3/2/1970,2.626
1970,3,3,3/3/1970,2.607
1970,3,4,3/4/1970,3.335
1970,3,5,3/5/1970,2.777
1970,3,6,3/6/1970,2.654
1970,3,7,3/7/1970,2.598
1970,3,8,3/8/1970,2.56
1970,3,9,3/9/1970,2.513
1970,3,10,3/10/1970,2.475
1970,3,11,3/11/1970,2.447
1970,3,12,3/12/1970,3.608
1970,3,13,3/13/1970,2.947
1970,3,14,3/14/1970,2.721
1970,3,15,3/15/1970,2.645
1970,3,16,3/16/1970,2.588
1970,3,17,3/17/1970,2.617
1970,3,18,3/18/1970,3.401
1970,3,19,3/19/1970,3.769
1970,3,20,3/20/1970,4.393
1970,3,21,3/21/1970,4.799
1970,3,22,3/22/1970,4.978
1970,3,23,3/23/1970,4.714
1970,3,24,3/24/1970,4.468
1970,3,25,3/25/1970,4.147
1970,3,26,3/26/1970,4.005
1970,3,27,3/27/1970,3.712
1970,3,28,3/28/1970,3.561
1970,3,29,3/29/1970,3.665
1970,3,30,3/30/1970,3.438
1970,3,31,3/31/1970,3.353
1970,4,1,4/1/1970,4.449
1970,4,2,4/2/1970,5.838
1970,4,3,4/3/1970,4.959
1970,4,4,4/4/1970,4.657
1970,4,5,4/5/1970,4.449
1970,4,6,4/6/1970,4.26
1970,4,7,4/7/1970,4.005
1970,4,8,4/8/1970,3.835
1970,4,9,4/9/1970,3.76
1970,4,10,4/10/1970,3.656
1970,4,11,4/11/1970,3.561
1970,4,12,4/12/1970,3.514
1970,4,13,4/13/1970,3.476
1970,4,14,4/14/1970,3.372
1970,4,15,4/15/1970,3.259
1970,4,16,4/16/1970,3.202
1970,4,17,4/17/1970,3.325
1970,4,18,4/18/1970,3.174
1970,4,19,4/19/1970,3.448
1970,4,20,4/20/1970,3.344
1970,4,21,4/21/1970,3.051
1970,4,22,4/22/1970,2.985
1970,4,23,4/23/1970,2.947
1970,4,24,4/24/1970,3.032
1970,4,25,4/25/1970,3.051
1970,4,26,4/26/1970,3.665
1970,4,27,4/27/1970,3.079
1970,4,28,4/28/1970,2.957
1970,4,29,4/29/1970,2.843
1970,4,30,4/30/1970,2.768
1970,5,1,5/1/1970,2.692
1970,5,2,5/2/1970,2.73
1970,5,3,5/3/1970,3.155
1970,5,4,5/4/1970,2.928
1970,5,5,5/5/1970,2.654
1970,5,6,5/6/1970,2.56
1970,5,7,5/7/1970,2.513
1970,5,8,5/8/1970,2.465
1970,5,9,5/9/1970,2.418
1970,5,10,5/10/1970,2.38
1970,5,11,5/11/1970,2.38
1970,5,12,5/12/1970,2.352
1970,5,13,5/13/1970,2.258
1970,5,14,5/14/1970,2.21
1970,5,15,5/15/1970,2.409
1970,5,16,5/16/1970,2.418
1970,5,17,5/17/1970,2.21
1970,5,18,5/18/1970,2.107
1970,5,19,5/19/1970,2.05
1970,5,20,5/20/1970,2.012
1970,5,21,5/21/1970,1.965
1970,5,22,5/22/1970,1.946
1970,5,23,5/23/1970,1.965
1970,5,24,5/24/1970,1.918
1970,5,25,5/25/1970,1.889
1970,5,26,5/26/1970,1.908
1970,5,27,5/27/1970,1.823
1970,5,28,5/28/1970,1.785
1970,5,29,5/29/1970,2.163
1970,5,30,5/30/1970,1.88
1970,5,31,5/31/1970,1.908
1970,6,1,6/1/1970,2.031
1970,6,2,6/2/1970,3.741
1970,6,3,6/3/1970,5.488
1970,6,4,6/4/1970,5.838
1970,6,5,6/5/1970,4.166
1970,6,6,6/6/1970,3.278
1970,6,7,6/7/1970,2.853
1970,6,8,6/8/1970,2.588
1970,6,9,6/9/1970,2.465
1970,6,10,6/10/1970,2.409
1970,6,11,6/11/1970,2.352
1970,6,12,6/12/1970,2.277
1970,6,13,6/13/1970,2.258
1970,6,14,6/14/1970,2.22
1970,6,15,6/15/1970,2.125
1970,6,16,6/16/1970,2.059
1970,6,17,6/17/1970,2.012
1970,6,18,6/18/1970,1.936
1970,6,19,6/19/1970,1.889
1970,6,20,6/20/1970,2.229
1970,6,21,6/21/1970,1.889
1970,6,22,6/22/1970,1.833
1970,6,23,6/23/1970,1.776
1970,6,24,6/24/1970,1.738
1970,6,25,6/25/1970,1.814
1970,6,26,6/26/1970,1.729
1970,6,27,6/27/1970,1.625
1970,6,28,6/28/1970,1.587
1970,6,29,6/29/1970,1.54
1970,6,30,6/30/1970,1.502
1970,7,1,7/1/1970,1.474
1970,7,2,7/2/1970,1.436
1970,7,3,7/3/1970,1.417
1970,7,4,7/4/1970,1.379
1970,7,5,7/5/1970,1.332
1970,7,6,7/6/1970,1.304
1970,7,7,7/7/1970,1.285
1970,7,8,7/8/1970,1.275
1970,7,9,7/9/1970,1.247
1970,7,10,7/10/1970,1.256
1970,7,11,7/11/1970,1.247
1970,7,12,7/12/1970,1.2
1970,7,13,7/13/1970,1.181
1970,7,14,7/14/1970,1.521
1970,7,15,7/15/1970,1.275
1970,7,16,7/16/1970,1.171
1970,7,17,7/17/1970,1.105
1970,7,18,7/18/1970,1.067
1970,7,19,7/19/1970,1.049
1970,7,20,7/20/1970,1.02
1970,7,21,7/21/1970,1.474
1970,7,22,7/22/1970,2.182
1970,7,23,7/23/1970,3.958
1970,7,24,7/24/1970,1.889
1970,7,25,7/25/1970,1.398
1970,7,26,7/26/1970,1.285
1970,7,27,7/27/1970,1.237
1970,7,28,7/28/1970,1.171
1970,7,29,7/29/1970,1.143
1970,7,30,7/30/1970,2.56
1970,7,31,7/31/1970,1.7
1970,8,1,8/1/1970,1.455
1970,8,2,8/2/1970,1.256
1970,8,3,8/3/1970,1.162
1970,8,4,8/4/1970,1.086
1970,8,5,8/5/1970,1.049
1970,8,6,8/6/1970,1.02
1970,8,7,8/7/1970,1.02
1970,8,8,8/8/1970,1.001
1970,8,9,8/9/1970,1.181
1970,8,10,8/10/1970,1.955
1970,8,11,8/11/1970,1.228
1970,8,12,8/12/1970,2.673
1970,8,13,8/13/1970,1.7
1970,8,14,8/14/1970,1.634
1970,8,15,8/15/1970,1.426
1970,8,16,8/16/1970,1.266
1970,8,17,8/17/1970,1.304
1970,8,18,8/18/1970,1.228
1970,8,19,8/19/1970,1.162
1970,8,20,8/20/1970,1.19
1970,8,21,8/21/1970,1.124
1970,8,22,8/22/1970,1.625
1970,8,23,8/23/1970,1.322
