Year,Month,Day,date,discharge (mm)
1936,11,1,11/1/1936,0.85
1936,11,2,11/2/1936,0.85
1936,11,3,11/3/1936,0.85
1936,11,4,11/4/1936,1.615
1936,11,5,11/5/1936,1.124
1936,11,6,11/6/1936,1.058
1936,11,7,11/7/1936,1.011
1936,11,8,11/8/1936,1.001
1936,11,9,11/9/1936,0.964
1936,11,10,11/10/1936,0.926
1936,11,11,11/11/1936,0.982
1936,11,12,11/12/1936,1.483
1936,11,13,11/13/1936,1.058
1936,11,14,11/14/1936,1.011
1936,11,15,11/15/1936,0.954
1936,11,16,11/16/1936,0.935
1936,11,17,11/17/1936,0.964
1936,11,18,11/18/1936,1.067
1936,11,19,11/19/1936,1.067
1936,11,20,11/20/1936,0.973
1936,11,21,11/21/1936,0.954
1936,11,22,11/22/1936,0.907
1936,11,23,11/23/1936,0.869
1936,11,24,11/24/1936,0.85
1936,11,25,11/25/1936,0.841
1936,11,26,11/26/1936,0.85
1936,11,27,11/27/1936,0.869
1936,11,28,11/28/1936,0.841
1936,11,29,11/29/1936,0.841
1936,11,30,11/30/1936,0.831
1936,12,1,12/1/1936,0.992
1936,12,2,12/2/1936,1.162
1936,12,3,12/3/1936,1.455
1936,12,4,12/4/1936,1.03
1936,12,5,12/5/1936,0.954
1936,12,6,12/6/1936,2.456
1936,12,7,12/7/1936,3.287
1936,12,8,12/8/1936,1.87
1936,12,9,12/9/1936,1.672
1936,12,10,12/10/1936,1.596
1936,12,11,12/11/1936,1.795
1936,12,12,12/12/1936,1.587
1936,12,13,12/13/1936,1.455
1936,12,14,12/14/1936,1.36
1936,12,15,12/15/1936,1.36
1936,12,16,12/16/1936,1.398
1936,12,17,12/17/1936,1.294
1936,12,18,12/18/1936,1.578
1936,12,19,12/19/1936,4.837
1936,12,20,12/20/1936,3.703
1936,12,21,12/21/1936,3.023
1936,12,22,12/22/1936,2.673
1936,12,23,12/23/1936,2.456
1936,12,24,12/24/1936,2.399
1936,12,25,12/25/1936,2.343
1936,12,26,12/26/1936,2.267
1936,12,27,12/27/1936,2.248
1936,12,28,12/28/1936,2.607
1936,12,29,12/29/1936,4.289
1936,12,30,12/30/1936,4.024
1936,12,31,12/31/1936,12.46
1937,1,1,1/1/1937,10.627
1937,1,2,1/2/1937,15.124
1937,1,3,1/3/1937,20.111
1937,1,4,1/4/1937,13.678
1937,1,5,1/5/1937,10.419
1937,1,6,1/6/1937,8.492
1937,1,7,1/7/1937,7.529
1937,1,8,1/8/1937,6.99
1937,1,9,1/9/1937,6.32
1937,1,10,1/10/1937,5.951
1937,1,11,1/11/1937,5.819
1937,1,12,1/12/1937,5.592
1937,1,13,1/13/1937,5.224
1937,1,14,1/14/1937,5.063
1937,1,15,1/15/1937,5.894
1937,1,16,1/16/1937,5.195
1937,1,17,1/17/1937,5.724
1937,1,18,1/18/1937,7.264
1937,1,19,1/19/1937,9.815
1937,1,20,1/20/1937,10.268
1937,1,21,1/21/1937,9.229
1937,1,22,1/22/1937,8.407
1937,1,23,1/23/1937,7.623
1937,1,24,1/24/1937,7.264
1937,1,25,1/25/1937,8.502
1937,1,26,1/26/1937,7.831
1937,1,27,1/27/1937,7.283
1937,1,28,1/28/1937,7.359
1937,1,29,1/29/1937,6.839
1937,1,30,1/30/1937,6.405
1937,1,31,1/31/1937,7.208
1937,2,1,2/1/1937,6.679
1937,2,2,2/2/1937,6.31
1937,2,3,2/3/1937,6.074
1937,2,4,2/4/1937,5.847
1937,2,5,2/5/1937,5.583
1937,2,6,2/6/1937,5.365
1937,2,7,2/7/1937,5.554
1937,2,8,2/8/1937,5.602
1937,2,9,2/9/1937,8.738
1937,2,10,2/10/1937,8.095
1937,2,11,2/11/1937,7.283
1937,2,12,2/12/1937,6.735
1937,2,13,2/13/1937,6.357
1937,2,14,2/14/1937,6.187
1937,2,15,2/15/1937,5.781
1937,2,16,2/16/1937,5.611
1937,2,17,2/17/1937,5.092
1937,2,18,2/18/1937,5.082
1937,2,19,2/19/1937,4.837
1937,2,20,2/20/1937,6.14
1937,2,21,2/21/1937,6.357
1937,2,22,2/22/1937,6.027
1937,2,23,2/23/1937,5.696
1937,2,24,2/24/1937,5.479
1937,2,25,2/25/1937,5.186
1937,2,26,2/26/1937,4.988
1937,2,27,2/27/1937,4.893
1937,2,28,2/28/1937,4.742
1937,3,1,3/1/1937,4.364
1937,3,2,3/2/1937,4.194
1937,3,3,3/3/1937,4.043
1937,3,4,3/4/1937,4.062
1937,3,5,3/5/1937,4.175
1937,3,6,3/6/1937,3.977
1937,3,7,3/7/1937,4.015
1937,3,8,3/8/1937,4.147
1937,3,9,3/9/1937,3.656
1937,3,10,3/10/1937,3.561
1937,3,11,3/11/1937,3.514
1937,3,12,3/12/1937,3.514
1937,3,13,3/13/1937,3.495
1937,3,14,3/14/1937,3.769
1937,3,15,3/15/1937,3.779
1937,3,16,3/16/1937,3.429
1937,3,17,3/17/1937,3.353
1937,3,18,3/18/1937,3.495
1937,3,19,3/19/1937,3.325
1937,3,20,3/20/1937,3.363
1937,3,21,3/21/1937,3.146
1937,3,22,3/22/1937,3.089
1937,3,23,3/23/1937,3.042
1937,3,24,3/24/1937,3.561
1937,3,25,3/25/1937,3.514
1937,3,26,3/26/1937,3.07
1937,3,27,3/27/1937,2.994
1937,3,28,3/28/1937,2.957
1937,3,29,3/29/1937,2.891
1937,3,30,3/30/1937,2.777
1937,3,31,3/31/1937,2.73
1937,4,1,4/1/1937,2.645
1937,4,2,4/2/1937,2.636
1937,4,3,4/3/1937,2.626
1937,4,4,4/4/1937,3.268
1937,4,5,4/5/1937,4.563
1937,4,6,4/6/1937,3.845
1937,4,7,4/7/1937,3.571
1937,4,8,4/8/1937,4.478
1937,4,9,4/9/1937,3.92
1937,4,10,4/10/1937,3.722
1937,4,11,4/11/1937,3.495
1937,4,12,4/12/1937,3.297
1937,4,13,4/13/1937,3.146
1937,4,14,4/14/1937,2.976
1937,4,15,4/15/1937,3.051
1937,4,16,4/16/1937,2.994
1937,4,17,4/17/1937,2.909
1937,4,18,4/18/1937,2.919
1937,4,19,4/19/1937,2.891
1937,4,20,4/20/1937,2.862
1937,4,21,4/21/1937,2.966
1937,4,22,4/22/1937,2.758
1937,4,23,4/23/1937,2.777
1937,4,24,4/24/1937,3.561
1937,4,25,4/25/1937,6.178
1937,4,26,4/26/1937,4.166
1937,4,27,4/27/1937,3.722
1937,4,28,4/28/1937,3.722
1937,4,29,4/29/1937,4.827
1937,4,30,4/30/1937,4.27
1937,5,1,5/1/1937,4.071
1937,5,2,5/2/1937,3.864
1937,5,3,5/3/1937,3.722
1937,5,4,5/4/1937,3.542
1937,5,5,5/5/1937,4.034
1937,5,6,5/6/1937,3.542
1937,5,7,5/7/1937,3.476
1937,5,8,5/8/1937,3.212
1937,5,9,5/9/1937,3.089
1937,5,10,5/10/1937,3.013
1937,5,11,5/11/1937,2.966
1937,5,12,5/12/1937,2.909
1937,5,13,5/13/1937,3.25
1937,5,14,5/14/1937,3.032
1937,5,15,5/15/1937,2.872
1937,5,16,5/16/1937,2.796
1937,5,17,5/17/1937,2.702
1937,5,18,5/18/1937,2.626
1937,5,19,5/19/1937,2.834
1937,5,20,5/20/1937,2.513
1937,5,21,5/21/1937,2.428
1937,5,22,5/22/1937,2.352
1937,5,23,5/23/1937,2.305
1937,5,24,5/24/1937,2.248
1937,5,25,5/25/1937,2.201
1937,5,26,5/26/1937,2.116
1937,5,27,5/27/1937,2.22
1937,5,28,5/28/1937,2.305
1937,5,29,5/29/1937,2.248
1937,5,30,5/30/1937,2.163
1937,5,31,5/31/1937,2.125
1937,6,1,6/1/1937,2.059
1937,6,2,6/2/1937,1.918
1937,6,3,6/3/1937,2.022
1937,6,4,6/4/1937,2.097
1937,6,5,6/5/1937,1.974
1937,6,6,6/6/1937,1.814
1937,6,7,6/7/1937,1.936
1937,6,8,6/8/1937,2.059
1937,6,9,6/9/1937,1.908
1937,6,10,6/10/1937,1.785
1937,6,11,6/11/1937,1.644
1937,6,12,6/12/1937,1.578
1937,6,13,6/13/1937,1.596
1937,6,14,6/14/1937,1.596
1937,6,15,6/15/1937,2.295
1937,6,16,6/16/1937,2.116
1937,6,17,6/17/1937,2.295
1937,6,18,6/18/1937,1.804
1937,6,19,6/19/1937,1.549
1937,6,20,6/20/1937,1.426
1937,6,21,6/21/1937,1.341
1937,6,22,6/22/1937,1.493
1937,6,23,6/23/1937,1.228
1937,6,24,6/24/1937,1.2
1937,6,25,6/25/1937,1.294
1937,6,26,6/26/1937,1.275
1937,6,27,6/27/1937,1.228
1937,6,28,6/28/1937,1.53
1937,6,29,6/29/1937,2.21
1937,6,30,6/30/1937,1.464
1937,7,1,7/1/1937,1.322
1937,7,2,7/2/1937,1.181
1937,7,3,7/3/1937,1.313
1937,7,4,7/4/1937,1.285
1937,7,5,7/5/1937,1.351
1937,7,6,7/6/1937,1.294
1937,7,7,7/7/1937,1.304
1937,7,8,7/8/1937,1.247
1937,7,9,7/9/1937,1.077
1937,7,10,7/10/1937,1.096
1937,7,11,7/11/1937,1.086
1937,7,12,7/12/1937,1.03
1937,7,13,7/13/1937,0.992
1937,7,14,7/14/1937,0.964
1937,7,15,7/15/1937,0.945
1937,7,16,7/16/1937,0.935
1937,7,17,7/17/1937,0.964
1937,7,18,7/18/1937,0.926
1937,7,19,7/19/1937,0.982
1937,7,20,7/20/1937,0.973
1937,7,21,7/21/1937,0.86
1937,7,22,7/22/1937,0.86
1937,7,23,7/23/1937,0.879
1937,7,24,7/24/1937,0.822
1937,7,25,7/25/1937,1.36
1937,7,26,7/26/1937,1.001
1937,7,27,7/27/1937,0.907
1937,7,28,7/28/1937,0.775
1937,7,29,7/29/1937,0.879
1937,7,30,7/30/1937,0.869
1937,7,31,7/31/1937,1.237
1937,8,1,8/1/1937,0.888
1937,8,2,8/2/1937,0.746
1937,8,3,8/3/1937,0.68
1937,8,4,8/4/1937,0.633
1937,8,5,8/5/1937,1.88
1937,8,6,8/6/1937,0.964
1937,8,7,8/7/1937,0.888
1937,8,8,8/8/1937,0.85
1937,8,9,8/9/1937,0.803
1937,8,10,8/10/1937,0.831
1937,8,11,8/11/1937,0.727
1937,8,12,8/12/1937,0.718
1937,8,13,8/13/1937,0.708
1937,8,14,8/14/1937,0.708
1937,8,15,8/15/1937,0.765
1937,8,16,8/16/1937,0.699
1937,8,17,8/17/1937,0.671
1937,8,18,8/18/1937,0.671
1937,8,19,8/19/1937,0.623
1937,8,20,8/20/1937,0.557
1937,8,21,8/21/1937,0.746
1937,8,22,8/22/1937,0.69
1937,8,23,8/23/1937,1.115
1937,8,24,8/24/1937,0.869
1937,8,25,8/25/1937,0.803
1937,8,26,8/26/1937,0.737
1937,8,27,8/27/1937,0.727
1937,8,28,8/28/1937,0.69
1937,8,29,8/29/1937,0.699
1937,8,30,8/30/1937,1.058
1937,8,31,8/31/1937,0.964
1937,9,1,9/1/1937,0.784
1937,9,2,9/2/1937,0.614
1937,9,3,9/3/1937,0.567
1937,9,4,9/4/1937,0.567
1937,9,5,9/5/1937,0.567
1937,9,6,9/6/1937,0.642
1937,9,7,9/7/1937,0.652
1937,9,8,9/8/1937,1.87
1937,9,9,9/9/1937,1.011
1937,9,10,9/10/1937,0.765
1937,9,11,9/11/1937,0.708
1937,9,12,9/12/1937,0.727
1937,9,13,9/13/1937,0.68
1937,9,14,9/14/1937,0.623
1937,9,15,9/15/1937,0.586
1937,9,16,9/16/1937,0.671
1937,9,17,9/17/1937,0.605
1937,9,18,9/18/1937,0.538
1937,9,19,9/19/1937,0.501
1937,9,20,9/20/1937,0.52
1937,9,21,9/21/1937,0.501
1937,9,22,9/22/1937,0.453
1937,9,23,9/23/1937,0.444
1937,9,24,9/24/1937,0.444
1937,9,25,9/25/1937,0.444
1937,9,26,9/26/1937,0.501
1937,9,27,9/27/1937,0.453
1937,9,28,9/28/1937,0.397
1937,9,29,9/29/1937,0.406
1937,9,30,9/30/1937,0.435
1937,10,1,10/1/1937,0.444
1937,10,2,10/2/1937,0.623
1937,10,3,10/3/1937,1.105
1937,10,4,10/4/1937,0.879
1937,10,5,10/5/1937,0.812
1937,10,6,10/6/1937,0.595
1937,10,7,10/7/1937,0.529
1937,10,8,10/8/1937,0.491
1937,10,9,10/9/1937,0.557
1937,10,10,10/10/1937,0.51
1937,10,11,10/11/1937,0.482
1937,10,12,10/12/1937,0.453
1937,10,13,10/13/1937,0.453
1937,10,14,10/14/1937,0.435
1937,10,15,10/15/1937,0.435
1937,10,16,10/16/1937,0.416
1937,10,17,10/17/1937,0.614
1937,10,18,10/18/1937,5.904
1937,10,19,10/19/1937,3.561
1937,10,20,10/20/1937,1.483
1937,10,21,10/21/1937,1.067
1937,10,22,10/22/1937,1.105
1937,10,23,10/23/1937,0.954
1937,10,24,10/24/1937,0.888
1937,10,25,10/25/1937,0.86
1937,10,26,10/26/1937,1.124
1937,10,27,10/27/1937,1.001
1937,10,28,10/28/1937,0.841
1937,10,29,10/29/1937,0.831
1937,10,30,10/30/1937,0.812
1937,10,31,10/31/1937,0.793
1937,11,1,11/1/1937,0.784
1937,11,2,11/2/1937,0.765
1937,11,3,11/3/1937,0.765
1937,11,4,11/4/1937,0.765
1937,11,5,11/5/1937,0.708
1937,11,6,11/6/1937,0.652
1937,11,7,11/7/1937,0.633
1937,11,8,11/8/1937,0.642
1937,11,9,11/9/1937,0.642
1937,11,10,11/10/1937,0.661
1937,11,11,11/11/1937,0.841
1937,11,12,11/12/1937,0.907
1937,11,13,11/13/1937,0.784
1937,11,14,11/14/1937,0.765
1937,11,15,11/15/1937,0.746
1937,11,16,11/16/1937,0.746
1937,11,17,11/17/1937,0.699
1937,11,18,11/18/1937,0.671
1937,11,19,11/19/1937,0.737
1937,11,20,11/20/1937,0.661
1937,11,21,11/21/1937,0.623
1937,11,22,11/22/1937,0.614
1937,11,23,11/23/1937,0.633
1937,11,24,11/24/1937,0.623
1937,11,25,11/25/1937,0.623
1937,11,26,11/26/1937,1.237
1937,11,27,11/27/1937,1.285
1937,11,28,11/28/1937,1.379
1937,11,29,11/29/1937,1.039
1937,11,30,11/30/1937,0.897
1937,12,1,12/1/1937,0.841
1937,12,2,12/2/1937,0.803
1937,12,3,12/3/1937,0.784
1937,12,4,12/4/1937,0.784
1937,12,5,12/5/1937,0.793
1937,12,6,12/6/1937,0.737
1937,12,7,12/7/1937,0.652
1937,12,8,12/8/1937,0.699
1937,12,9,12/9/1937,0.69
1937,12,10,12/10/1937,0.633
1937,12,11,12/11/1937,0.633
1937,12,12,12/12/1937,0.652
1937,12,13,12/13/1937,0.661
1937,12,14,12/14/1937,0.652
1937,12,15,12/15/1937,0.68
1937,12,16,12/16/1937,0.69
1937,12,17,12/17/1937,3.212
1937,12,18,12/18/1937,3.061
1937,12,19,12/19/1937,1.823
1937,12,20,12/20/1937,1.559
1937,12,21,12/21/1937,1.426
1937,12,22,12/22/1937,1.36
1937,12,23,12/23/1937,2.305
1937,12,24,12/24/1937,1.663
1937,12,25,12/25/1937,1.54
1937,12,26,12/26/1937,1.445
1937,12,27,12/27/1937,2.56
1937,12,28,12/28/1937,2.418
1937,12,29,12/29/1937,2.144
1937,12,30,12/30/1937,2.012
1937,12,31,12/31/1937,1.927
1938,1,1,1/1/1938,2.428
1938,1,2,1/2/1938,2.163
1938,1,3,1/3/1938,1.965
1938,1,4,1/4/1938,1.861
1938,1,5,1/5/1938,1.814
1938,1,6,1/6/1938,2.154
1938,1,7,1/7/1938,2.097
1938,1,8,1/8/1938,1.87
1938,1,9,1/9/1938,1.795
1938,1,10,1/10/1938,1.757
1938,1,11,1/11/1938,1.776
1938,1,12,1/12/1938,1.738
1938,1,13,1/13/1938,1.663
1938,1,14,1/14/1938,1.644
1938,1,15,1/15/1938,1.587
1938,1,16,1/16/1938,1.587
1938,1,17,1/17/1938,1.578
1938,1,18,1/18/1938,1.559
1938,1,19,1/19/1938,1.521
1938,1,20,1/20/1938,1.417
1938,1,21,1/21/1938,1.37
1938,1,22,1/22/1938,1.464
1938,1,23,1/23/1938,1.426
1938,1,24,1/24/1938,3.165
1938,1,25,1/25/1938,2.239
1938,1,26,1/26/1938,1.927
1938,1,27,1/27/1938,1.785
1938,1,28,1/28/1938,1.663
1938,1,29,1/29/1938,1.644
1938,1,30,1/30/1938,1.653
1938,1,31,1/31/1938,2.598
1938,2,1,2/1/1938,1.927
1938,2,2,2/2/1938,1.842
1938,2,3,2/3/1938,1.833
1938,2,4,2/4/1938,1.823
1938,2,5,2/5/1938,1.785
1938,2,6,2/6/1938,1.757
1938,2,7,2/7/1938,1.738
1938,2,8,2/8/1938,1.663
1938,2,9,2/9/1938,1.644
1938,2,10,2/10/1938,1.644
1938,2,11,2/11/1938,1.804
1938,2,12,2/12/1938,1.691
1938,2,13,2/13/1938,1.644
1938,2,14,2/14/1938,1.615
1938,2,15,2/15/1938,1.568
1938,2,16,2/16/1938,1.71
1938,2,17,2/17/1938,1.53
1938,2,18,2/18/1938,1.634
1938,2,19,2/19/1938,2.012
1938,2,20,2/20/1938,1.606
1938,2,21,2/21/1938,1.559
1938,2,22,2/22/1938,1.587
1938,2,23,2/23/1938,2.475
1938,2,24,2/24/1938,1.965
1938,2,25,2/25/1938,1.88
1938,2,26,2/26/1938,1.814
1938,2,27,2/27/1938,1.757
1938,2,28,2/28/1938,1.719
1938,3,1,3/1/1938,1.71
1938,3,2,3/2/1938,1.681
1938,3,3,3/3/1938,2.173
1938,3,4,3/4/1938,1.757
1938,3,5,3/5/1938,1.738
1938,3,6,3/6/1938,2.135
1938,3,7,3/7/1938,1.795
1938,3,8,3/8/1938,1.766
1938,3,9,3/9/1938,2.409
1938,3,10,3/10/1938,4.411
1938,3,11,3/11/1938,3.023
1938,3,12,3/12/1938,2.796
1938,3,13,3/13/1938,2.636
1938,3,14,3/14/1938,2.56
1938,3,15,3/15/1938,3.117
1938,3,16,3/16/1938,6.32
1938,3,17,3/17/1938,5.932
1938,3,18,3/18/1938,5.073
1938,3,19,3/19/1938,4.676
1938,3,20,3/20/1938,4.789
1938,3,21,3/21/1938,4.128
1938,3,22,3/22/1938,3.977
1938,3,23,3/23/1938,4.071
1938,3,24,3/24/1938,3.845
1938,3,25,3/25/1938,3.731
1938,3,26,3/26/1938,3.826
1938,3,27,3/27/1938,3.675
1938,3,28,3/28/1938,3.552
1938,3,29,3/29/1938,3.344
1938,3,30,3/30/1938,3.278
1938,3,31,3/31/1938,3.391
1938,4,1,4/1/1938,3.703
1938,4,2,4/2/1938,4.194
1938,4,3,4/3/1938,3.731
1938,4,4,4/4/1938,3.675
1938,4,5,4/5/1938,3.608
1938,4,6,4/6/1938,4.156
1938,4,7,4/7/1938,4.374
1938,4,8,4/8/1938,6.943
1938,4,9,4/9/1938,7.33
1938,4,10,4/10/1938,6.471
1938,4,11,4/11/1938,5.809
1938,4,12,4/12/1938,5.243
1938,4,13,4/13/1938,4.912
1938,4,14,4/14/1938,4.742
1938,4,15,4/15/1938,4.629
1938,4,16,4/16/1938,4.421
1938,4,17,4/17/1938,4.383
1938,4,18,4/18/1938,4.326
1938,4,19,4/19/1938,4.024
1938,4,20,4/20/1938,4.326
1938,4,21,4/21/1938,4.005
1938,4,22,4/22/1938,3.967
1938,4,23,4/23/1938,3.712
1938,4,24,4/24/1938,3.552
1938,4,25,4/25/1938,3.41
1938,4,26,4/26/1938,3.325
1938,4,27,4/27/1938,3.268
1938,4,28,4/28/1938,3.221
1938,4,29,4/29/1938,3.165
1938,4,30,4/30/1938,3.391
1938,5,1,5/1/1938,3.117
1938,5,2,5/2/1938,3.042
1938,5,3,5/3/1938,2.957
1938,5,4,5/4/1938,2.843
1938,5,5,5/5/1938,3.051
1938,5,6,5/6/1938,2.853
1938,5,7,5/7/1938,2.692
1938,5,8,5/8/1938,2.721
1938,5,9,5/9/1938,2.607
1938,5,10,5/10/1938,2.465
1938,5,11,5/11/1938,2.475
1938,5,12,5/12/1938,2.437
1938,5,13,5/13/1938,3.287
1938,5,14,5/14/1938,3.372
1938,5,15,5/15/1938,2.588
1938,5,16,5/16/1938,2.409
1938,5,17,5/17/1938,2.362
1938,5,18,5/18/1938,2.267
1938,5,19,5/19/1938,2.38
1938,5,20,5/20/1938,2.362
1938,5,21,5/21/1938,2.248
1938,5,22,5/22/1938,2.059
1938,5,23,5/23/1938,2.201
1938,5,24,5/24/1938,2.314
1938,5,25,5/25/1938,2.078
1938,5,26,5/26/1938,2.031
1938,5,27,5/27/1938,1.984
1938,5,28,5/28/1938,1.955
1938,5,29,5/29/1938,1.946
1938,5,30,5/30/1938,2.909
1938,5,31,5/31/1938,2.598
1938,6,1,6/1/1938,2.239
1938,6,2,6/2/1938,2.881
1938,6,3,6/3/1938,2.456
1938,6,4,6/4/1938,2.107
1938,6,5,6/5/1938,2.059
1938,6,6,6/6/1938,1.984
1938,6,7,6/7/1938,2.012
1938,6,8,6/8/1938,2.078
1938,6,9,6/9/1938,1.899
1938,6,10,6/10/1938,2.305
1938,6,11,6/11/1938,3.079
1938,6,12,6/12/1938,2.607
1938,6,13,6/13/1938,2.163
1938,6,14,6/14/1938,1.946
1938,6,15,6/15/1938,1.88
1938,6,16,6/16/1938,1.842
1938,6,17,6/17/1938,2.012
1938,6,18,6/18/1938,1.87
1938,6,19,6/19/1938,2.522
1938,6,20,6/20/1938,2.796
1938,6,21,6/21/1938,2.56
1938,6,22,6/22/1938,2.107
1938,6,23,6/23/1938,1.984
1938,6,24,6/24/1938,2.012
1938,6,25,6/25/1938,2.173
1938,6,26,6/26/1938,2.097
1938,6,27,6/27/1938,2.088
1938,6,28,6/28/1938,1.861
1938,6,29,6/29/1938,1.757
1938,6,30,6/30/1938,1.738
1938,7,1,7/1/1938,1.7
1938,7,2,7/2/1938,1.653
1938,7,3,7/3/1938,1.776
1938,7,4,7/4/1938,1.71
1938,7,5,7/5/1938,1.663
1938,7,6,7/6/1938,1.578
1938,7,7,7/7/1938,1.511
1938,7,8,7/8/1938,1.483
1938,7,9,7/9/1938,1.455
1938,7,10,7/10/1938,1.426
1938,7,11,7/11/1938,1.341
1938,7,12,7/12/1938,1.285
1938,7,13,7/13/1938,1.256
1938,7,14,7/14/1938,1.313
1938,7,15,7/15/1938,1.247
1938,7,16,7/16/1938,1.134
1938,7,17,7/17/1938,1.086
1938,7,18,7/18/1938,1.181
1938,7,19,7/19/1938,2.371
1938,7,20,7/20/1938,1.88
1938,7,21,7/21/1938,4.034
1938,7,22,7/22/1938,3.306
1938,7,23,7/23/1938,8.7
1938,7,24,7/24/1938,7.472
1938,7,25,7/25/1938,4.893
1938,7,26,7/26/1938,4.024
1938,7,27,7/27/1938,3.41
1938,7,28,7/28/1938,3.136
1938,7,29,7/29/1938,3.108
1938,7,30,7/30/1938,3.996
1938,7,31,7/31/1938,3.59
1938,8,1,8/1/1938,3.476
1938,8,2,8/2/1938,3.325
1938,8,3,8/3/1938,3.259
1938,8,4,8/4/1938,3.165
1938,8,5,8/5/1938,3.051
1938,8,6,8/6/1938,2.966
1938,8,7,8/7/1938,2.843
1938,8,8,8/8/1938,2.739
1938,8,9,8/9/1938,2.702
1938,8,10,8/10/1938,5.148
1938,8,11,8/11/1938,3.788
1938,8,12,8/12/1938,3.372
1938,8,13,8/13/1938,3.183
1938,8,14,8/14/1938,2.957
1938,8,15,8/15/1938,2.966
1938,8,16,8/16/1938,2.928
1938,8,17,8/17/1938,2.843
1938,8,18,8/18/1938,2.758
1938,8,19,8/19/1938,2.598
1938,8,20,8/20/1938,2.56
1938,8,21,8/21/1938,2.447
1938,8,22,8/22/1938,2.399
1938,8,23,8/23/1938,2.324
1938,8,24,8/24/1938,2.286
1938,8,25,8/25/1938,2.239
1938,8,26,8/26/1938,2.248
1938,8,27,8/27/1938,2.163
1938,8,28,8/28/1938,2.125
1938,8,29,8/29/1938,2.069
1938,8,30,8/30/1938,2.003
1938,8,31,8/31/1938,1.955
1938,9,1,9/1/1938,1.908
1938,9,2,9/2/1938,1.851
1938,9,3,9/3/1938,1.842
1938,9,4,9/4/1938,1.823
1938,9,5,9/5/1938,3.58
1938,9,6,9/6/1938,2.04
1938,9,7,9/7/1938,2.059
1938,9,8,9/8/1938,1.814
1938,9,9,9/9/1938,1.757
1938,9,10,9/10/1938,1.7
1938,9,11,9/11/1938,1.766
1938,9,12,9/12/1938,1.606
1938,9,13,9/13/1938,1.927
1938,9,14,9/14/1938,1.757
1938,9,15,9/15/1938,1.596
1938,9,16,9/16/1938,1.521
1938,9,17,9/17/1938,1.474
1938,9,18,9/18/1938,1.455
1938,9,19,9/19/1938,1.445
1938,9,20,9/20/1938,1.37
1938,9,21,9/21/1938,1.285
1938,9,22,9/22/1938,1.341
1938,9,23,9/23/1938,1.322
1938,9,24,9/24/1938,1.285
1938,9,25,9/25/1938,1.275
1938,9,26,9/26/1938,1.247
1938,9,27,9/27/1938,1.19
1938,9,28,9/28/1938,1.152
1938,9,29,9/29/1938,1.341
1938,9,30,9/30/1938,1.237
1938,10,1,10/1/1938,1.143
1938,10,2,10/2/1938,1.115
1938,10,3,10/3/1938,1.096
1938,10,4,10/4/1938,1.058
1938,10,5,10/5/1938,1.049
1938,10,6,10/6/1938,1.039
1938,10,7,10/7/1938,1.02
1938,10,8,10/8/1938,1.02
1938,10,9,10/9/1938,0.973
1938,10,10,10/10/1938,0.964
1938,10,11,10/11/1938,0.954
1938,10,12,10/12/1938,0.916
1938,10,13,10/13/1938,0.954
1938,10,14,10/14/1938,0.982
1938,10,15,10/15/1938,0.973
1938,10,16,10/16/1938,0.954
1938,10,17,10/17/1938,0.935
1938,10,18,10/18/1938,0.926
1938,10,19,10/19/1938,0.916
1938,10,20,10/20/1938,0.916
1938,10,21,10/21/1938,0.973
1938,10,22,10/22/1938,0.897
1938,10,23,10/23/1938,0.879
1938,10,24,10/24/1938,0.879
1938,10,25,10/25/1938,0.85
1938,10,26,10/26/1938,0.831
1938,10,27,10/27/1938,0.831
1938,10,28,10/28/1938,0.822
1938,10,29,10/29/1938,0.812
1938,10,30,10/30/1938,0.812
1938,10,31,10/31/1938,0.803
1938,11,1,11/1/1938,0.793
1938,11,2,11/2/1938,0.775
1938,11,3,11/3/1938,0.727
1938,11,4,11/4/1938,2.494
1938,11,5,11/5/1938,9.38
1938,11,6,11/6/1938,1.559
1938,11,7,11/7/1938,1.644
1938,11,8,11/8/1938,3.335
1938,11,9,11/9/1938,1.974
1938,11,10,11/10/1938,1.511
1938,11,11,11/11/1938,1.398
1938,11,12,11/12/1938,1.304
1938,11,13,11/13/1938,1.275
1938,11,14,11/14/1938,1.247
1938,11,15,11/15/1938,1.19
1938,11,16,11/16/1938,1.228
1938,11,17,11/17/1938,1.228
1938,11,18,11/18/1938,1.237
1938,11,19,11/19/1938,4.487
1938,11,20,11/20/1938,2.862
1938,11,21,11/21/1938,2.286
1938,11,22,11/22/1938,2.04
1938,11,23,11/23/1938,1.908
1938,11,24,11/24/1938,2.078
1938,11,25,11/25/1938,1.823
1938,11,26,11/26/1938,1.663
1938,11,27,11/27/1938,1.587
1938,11,28,11/28/1938,1.53
1938,11,29,11/29/1938,1.483
1938,11,30,11/30/1938,1.483
1938,12,1,12/1/1938,1.464
1938,12,2,12/2/1938,1.417
1938,12,3,12/3/1938,1.53
1938,12,4,12/4/1938,1.493
1938,12,5,12/5/1938,1.417
1938,12,6,12/6/1938,1.36
1938,12,7,12/7/1938,1.341
1938,12,8,12/8/1938,1.379
1938,12,9,12/9/1938,1.634
1938,12,10,12/10/1938,1.389
1938,12,11,12/11/1938,1.407
1938,12,12,12/12/1938,1.474
1938,12,13,12/13/1938,1.483
1938,12,14,12/14/1938,1.464
1938,12,15,12/15/1938,1.455
1938,12,16,12/16/1938,1.426
